hand_kind,hand_value,dealer_upcard,true_count_bucket,best_action,best_action_value,visits
pair,6,8,,HIT,-0.2704382965495797,6584
pair,6,9,,HIT,-0.3600829610721133,6689
pair,6,10,,SPLIT,-0.3472286079182615,59488
pair,6,11,,SPLIT,-0.3395626985610171,10968
pair,7,2,,SPLIT,-0.057179000632511114,16009
pair,7,3,,SPLIT,-0.03000313185092369,16101
pair,7,4,,SPLIT,0.029849838895981518,16591
pair,7,5,,SPLIT,0.08114887746143261,16118
pair,7,6,,STAND,-0.12953692115143906,6551
pair,7,7,,SPLIT,-0.016015073009891658,14977
pair,7,8,,SPLIT,-0.19212276888625454,15891
pair,7,9,,SPLIT,-0.29028855103940293,16405
pair,7,10,,SPLIT,-0.3078991499450653,45195
pair,7,11,,SPLIT,-0.3435776914037792,11185
pair,8,2,,SPLIT,0.038633924625970525,15971
pair,8,3,,SPLIT,0.05246422893481698,16533
pair,8,4,,SPLIT,0.09118522191916675,16283
pair,8,5,,SPLIT,0.12471326813956304,16814
pair,8,6,,SPLIT,0.16755083996463194,15974
pair,8,7,,SPLIT,0.13171089641677944,16456
pair,8,8,,SPLIT,-0.028794365419140936,14661
pair,8,9,,SPLIT,-0.19368022936619309,16526
pair,8,10,,SPLIT,-0.23019544738341974,60180
pair,8,11,,SPLIT,-0.22348734355885916,10914
pair,9,2,,STAND,0.10526315789473698,6579
pair,9,3,,SPLIT,0.11391325536062388,16576
pair,9,4,,STAND,0.15353907569476383,6663
pair,9,5,,STAND,0.20015673981191207,6624
pair,9,6,,SPLIT,0.1753540039062509,16514
pair,9,7,,STAND,0.417339631266189,6677
pair,9,8,,STAND,0.0933804331131932,6636
pair,9,9,,STAND,-0.1482915334118834,6148
pair,9,10,,STAND,-0.1746728507536858,24613
pair,9,11,,SPLIT,-0.12156791907514469,11170
pair,A,2,,SPLIT,0.23531746031746112,12810
pair,A,3,,SPLIT,0.2655424308361828,13050
pair,A,4,,SPLIT,0.2921732522796349,13250
pair,A,5,,SPLIT,0.3022376543209881,13082
pair,A,6,,SPLIT,0.3352610441767064,12611
pair,A,7,,SPLIT,0.22943444730077095,12770
pair,A,8,,SPLIT,0.16561925199264216,13134
